OrderID,Date,PaymentMethod,SaleAmount,Country
1553,2024-01-11,Credit Card,173.88640392299666,Egypt
1559,2024-07-17,Online,174.64669984788463,Egypt
1565,2024-01-23,Credit Card,174.5099451590929,Egypt
1571,2024-07-29,Online,175.0556766204962,Egypt
1577,2024-01-05,Credit Card,175.23425428785595,Egypt
1583,2024-07-11,Online,174.57602089666995,Egypt
1589,2024-01-17,Credit Card,175.07323395223693,Egypt
1595,2024-07-23,Online,173.9289024298914,Egypt
1066,2024-06-04,Cash,175.31342928602848,France
1072,2024-12-10,Mobile Payment,175.32866150136178,France
1078,2024-06-16,Cash,175.59407674013787,France
1084,2024-12-22,Mobile Payment,175.5936264591327,France
1090,2024-06-28,Cash,175.5518921470098,France
1096,2024-12-04,Mobile Payment,175.60139340482547,France
1102,2024-06-10,Cash,175.5854868385855,France
1108,2024-12-16,Mobile Payment,175.8380790273735,France
1114,2024-06-22,Cash,175.98112561466942,France
1120,2024-12-28,Mobile Payment,175.98529679011767,France
1126,2024-06-04,Cash,175.462716536122,France
1132,2024-12-10,Mobile Payment,175.0909437512316,France
1138,2024-06-16,Cash,175.88047324088558,France
1144,2024-12-22,Mobile Payment,175.63111600611032,France
1150,2024-06-28,Cash,175.2413186795997,France
1156,2024-12-04,Mobile Payment,176.50828895363128,France
1162,2024-06-10,Cash,175.22371045121528,France
1168,2024-12-16,Mobile Payment,175.55234862790377,France
1174,2024-06-22,Cash,174.8883775258578,France
1180,2024-12-28,Mobile Payment,175.93081702151557,France
1186,2024-06-04,Cash,176.52579702199256,France
1192,2024-12-10,Mobile Payment,174.90539219469017,France
1198,2024-06-16,Cash,174.58499391227943,France
1204,2024-12-22,Mobile Payment,174.99654982175034,France
1210,2024-06-28,Cash,175.64721236398537,France
1216,2024-12-04,Mobile Payment,176.03620611638885,France
1222,2024-06-10,Cash,175.63298849980922,France
1228,2024-12-16,Mobile Payment,175.41322306108754,France
1234,2024-06-22,Cash,175.15494873735912,France
1240,2024-12-28,Mobile Payment,175.01275058959195,France
1246,2024-06-04,Cash,175.26090160144093,France
1252,2024-12-10,Mobile Payment,175.4818094110124,France
1258,2024-06-16,Cash,175.24035696858772,France
1264,2024-12-22,Mobile Payment,175.3893709054843,France
1270,2024-06-28,Cash,176.34645839899196,France
1276,2024-12-04,Mobile Payment,175.5548416178266,France
1282,2024-06-10,Cash,175.54708153729058,France
1288,2024-12-16,Mobile Payment,175.40727616316735,France
1294,2024-06-22,Cash,176.6599552589753,France
1300,2024-12-28,Mobile Payment,176.28386685705553,France
1306,2024-06-04,Cash,176.0481879219691,France
1312,2024-12-10,Mobile Payment,174.75689498472514,France
1318,2024-06-16,Cash,174.97319264010537,France
1324,2024-12-22,Mobile Payment,175.4368319472746,France
1330,2024-06-28,Cash,175.9742064604496,France
1336,2024-12-04,Mobile Payment,175.88836713985793,France
1342,2024-06-10,Cash,175.96075654913676,France
1348,2024-12-16,Mobile Payment,175.6975214488788,France
1354,2024-06-22,Cash,175.03004940221288,France
1360,2024-12-28,Mobile Payment,176.54224081075344,France
1366,2024-06-04,Cash,175.45018989209134,France
1372,2024-12-10,Mobile Payment,176.82723264543145,France
1378,2024-06-16,Cash,176.10860130948402,France
1384,2024-12-22,Mobile Payment,175.0299038508398,France
1390,2024-06-28,Cash,175.5570193144451,France
1396,2024-12-04,Mobile Payment,176.521879034068,France
1402,2024-06-10,Cash,174.88545158041367,France
1408,2024-12-16,Mobile Payment,176.21093481457928,France
1414,2024-06-22,Cash,175.26889402523676,France
1420,2024-12-28,Mobile Payment,175.68000100005463,France
1426,2024-06-04,Cash,176.22626070900276,France
1432,2024-12-10,Mobile Payment,175.9540560000221,France
1438,2024-06-16,Cash,174.68513002721596,France
1444,2024-12-22,Mobile Payment,174.57882396686657,France
1450,2024-06-28,Cash,175.98572586335595,France
1456,2024-12-04,Mobile Payment,175.51578666024696,France
1462,2024-06-10,Cash,176.22187484608443,France
1468,2024-12-16,Mobile Payment,175.8832360525914,France
1474,2024-06-22,Cash,175.52381004793054,France
1480,2024-12-28,Mobile Payment,174.97793859773438,France
1486,2024-06-04,Cash,175.092400421962,France
1492,2024-12-10,Mobile Payment,176.05001509290696,France
1498,2024-06-16,Cash,175.0633332797456,France
1504,2024-12-22,Mobile Payment,175.6290480933707,France
1510,2024-06-28,Cash,174.88563843006014,France
1516,2024-12-04,Mobile Payment,176.0152782253762,France
1522,2024-06-10,Cash,175.90305134465038,France
1528,2024-12-16,Mobile Payment,176.03215246454263,France
1534,2024-06-22,Cash,175.17199809242302,France
1540,2024-12-28,Mobile Payment,174.63692751250238,France
1546,2024-06-04,Cash,175.63875910934965,France
1552,2024-12-10,Mobile Payment,175.3100682047101,France
1558,2024-06-16,Cash,175.2381525314751,France
1564,2024-12-22,Mobile Payment,175.35944608451902,France
1570,2024-06-28,Cash,176.61577650139046,France
1576,2024-12-04,Mobile Payment,175.10693063317868,France
1582,2024-06-10,Cash,175.22952998961293,France
1588,2024-12-16,Mobile Payment,174.88712244104696,France
1594,2024-06-22,Cash,175.00277438765968,France
1600,2024-12-28,Mobile Payment,175.98111657380807,France
1053,2024-05-21,Credit Card,173.83282157452476,Germany
1059,2024-11-27,Online,174.42430220911095,Germany
1065,2024-05-03,Credit Card,173.8137931076277,Germany
1071,2024-11-09,Online,174.03957367204077,Germany
1077,2024-05-15,Credit Card,174.79001701502912,Germany
1083,2024-11-21,Online,173.1893251965587,Germany
1089,2024-05-27,Credit Card,173.6304560686662,Germany
1095,2024-11-03,Online,174.37116088332417,Germany
1101,2024-05-09,Credit Card,173.76819956712345,Germany
1107,2024-11-15,Online,172.95572928429954,Germany
1113,2024-05-21,Credit Card,174.36013900174297,Germany
1119,2024-11-27,Online,174.23687156417023,Germany
1125,2024-05-03,Credit Card,173.82825362683602,Germany
1131,2024-11-09,Online,173.64206955548306,Germany
1137,2024-05-15,Credit Card,173.62580674952852,Germany
1143,2024-11-21,Online,173.41231424234763,Germany
1149,2024-05-27,Credit Card,173.88076566172663,Germany
1155,2024-11-03,Online,174.22668514315197,Germany
1161,2024-05-09,Credit Card,174.1556518452495,Germany
1167,2024-11-15,Online,172.9578693566828,Germany
1173,2024-05-21,Credit Card,173.34086811967356,Germany
1179,2024-11-27,Online,174.42247697997905,Germany
1185,2024-05-03,Credit Card,175.18387346114218,Germany
1191,2024-11-09,Online,174.09785933834846,Germany
1197,2024-05-15,Credit Card,174.3918557338203,Germany
1203,2024-11-21,Online,173.57908226540215,Germany
1209,2024-05-27,Credit Card,175.00931931832477,Germany
1215,2024-11-03,Online,174.56854748710956,Germany
1221,2024-05-09,Credit Card,174.48381585231354,Germany
1227,2024-11-15,Online,173.72663083198054,Germany
1233,2024-05-21,Credit Card,173.51276439808092,Germany
1239,2024-11-27,Online,174.65105142328568,Germany
1245,2024-05-03,Credit Card,174.23903613937762,Germany
1251,2024-11-09,Online,173.970690667968,Germany
1257,2024-05-15,Credit Card,174.28799379297863,Germany
1263,2024-11-21,Online,174.46222861159922,Germany
1269,2024-05-27,Credit Card,174.01977940982223,Germany
1275,2024-11-03,Online,173.79439761140574,Germany
1281,2024-05-09,Credit Card,174.62144304113497,Germany
1287,2024-11-15,Online,175.16379158437132,Germany
1293,2024-05-21,Credit Card,175.28317198785493,Germany
1299,2024-11-27,Online,174.0741579668253,Germany
1305,2024-05-03,Credit Card,174.86181881935295,Germany
1311,2024-11-09,Online,173.87124416160327,Germany
1317,2024-05-15,Credit Card,175.64932630162937,Germany
1323,2024-11-21,Online,173.67369498235715,Germany
1329,2024-05-27,Credit Card,173.98686175525833,Germany
1335,2024-11-03,Online,173.66600459522087,Germany
1341,2024-05-09,Credit Card,174.30500502226735,Germany
1347,2024-11-15,Online,174.18820186114718,Germany
1353,2024-05-21,Credit Card,174.9407206698021,Germany
1359,2024-11-27,Online,173.77943220320793,Germany
1365,2024-05-03,Credit Card,173.95864705282906,Germany
1371,2024-11-09,Online,173.89702257835464,Germany
1377,2024-05-15,Credit Card,174.27758872679613,Germany
1383,2024-11-21,Online,172.9922450498982,Germany
1389,2024-05-27,Credit Card,172.64813619329448,Germany
1395,2024-11-03,Online,173.9236700597564,Germany
1401,2024-05-09,Credit Card,173.40326829332886,Germany
1407,2024-11-15,Online,174.3994439663739,Germany
1413,2024-05-21,Credit Card,175.1290786282291,Germany
1419,2024-11-27,Online,173.4656458769813,Germany
1425,2024-05-03,Credit Card,174.4675853212031,Germany
1431,2024-11-09,Online,174.29688542970155,Germany
1437,2024-05-15,Credit Card,173.1254911715451,Germany
1443,2024-11-21,Online,173.71747533221912,Germany
1449,2024-05-27,Credit Card,174.787140060519,Germany
1455,2024-11-03,Online,175.37318910553634,Germany
1461,2024-05-09,Credit Card,174.03156827168658,Germany
1467,2024-11-15,Online,174.04012751661756,Germany
1473,2024-05-21,Credit Card,174.53339481371108,Germany
1479,2024-11-27,Online,174.27295778648872,Germany
1485,2024-05-03,Credit Card,174.85176844111464,Germany
1491,2024-11-09,Online,174.83501654274224,Germany
1497,2024-05-15,Credit Card,173.6323794560858,Germany
1503,2024-11-21,Online,173.4059308775273,Germany
1509,2024-05-27,Credit Card,174.3498617652611,Germany
1515,2024-11-03,Online,174.7779826980873,Germany
1521,2024-05-09,Credit Card,173.23664282108413,Germany
1527,2024-11-15,Online,173.88520768657474,Germany
1533,2024-05-21,Credit Card,173.70671097059227,Germany
1539,2024-11-27,Online,173.9257569097624,Germany
1545,2024-05-03,Credit Card,173.63925239599183,Germany
1551,2024-11-09,Online,173.5830748678114,Germany
1557,2024-05-15,Credit Card,173.83556433193831,Germany
1563,2024-11-21,Online,174.35868008017238,Germany
1569,2024-05-27,Credit Card,173.57480038555823,Germany
1575,2024-11-03,Online,174.12462502249008,Germany
1581,2024-05-09,Credit Card,173.69359340369977,Germany
1587,2024-11-15,Online,174.55113620245234,Germany
1593,2024-05-21,Credit Card,173.48283945671233,Germany
1599,2024-11-27,Online,174.74611114045226,Germany
1002,2024-02-02,Cash,175.8516772871148,Saudi Arabia
1056,2024-08-24,Mobile Payment,174.86723756708182,Saudi Arabia
1068,2024-08-06,Mobile Payment,174.77856293162804,Saudi Arabia
1074,2024-02-12,Cash,175.11969006335949,Saudi Arabia
1080,2024-08-18,Mobile Payment,175.38490549590048,Saudi Arabia
1086,2024-02-24,Cash,175.06062296074163,Saudi Arabia
1092,2024-08-30,Mobile Payment,174.58362119533987,Saudi Arabia
1098,2024-02-06,Cash,175.1789570302282,Saudi Arabia
1104,2024-08-12,Mobile Payment,174.97165199481444,Saudi Arabia
1110,2024-02-18,Cash,175.27594263309058,Saudi Arabia
1116,2024-08-24,Mobile Payment,174.96500021181674,Saudi Arabia
1122,2024-02-30,Cash,174.47491445844486,Saudi Arabia
1128,2024-08-06,Mobile Payment,175.42484563368916,Saudi Arabia
1134,2024-02-12,Cash,174.8485800395029,Saudi Arabia
1140,2024-08-18,Mobile Payment,174.58705461973537,Saudi Arabia
1146,2024-02-24,Cash,175.61883459867937,Saudi Arabia
1152,2024-08-30,Mobile Payment,175.87617810585888,Saudi Arabia
1158,2024-02-06,Cash,175.3808633122889,Saudi Arabia
1164,2024-08-12,Mobile Payment,175.15671152964848,Saudi Arabia
1170,2024-02-18,Cash,175.66941241042295,Saudi Arabia
1176,2024-08-24,Mobile Payment,175.1340589729428,Saudi Arabia
1182,2024-02-30,Cash,174.6048209681878,Saudi Arabia
1188,2024-08-06,Mobile Payment,174.26808256172905,Saudi Arabia
1194,2024-02-12,Cash,174.15409127097058,Saudi Arabia
1200,2024-08-18,Mobile Payment,174.6457013000413,Saudi Arabia
1206,2024-02-24,Cash,174.0301044901371,Saudi Arabia
1212,2024-08-30,Mobile Payment,175.43834457541507,Saudi Arabia
1218,2024-02-06,Cash,174.78251248858314,Saudi Arabia
1224,2024-08-12,Mobile Payment,174.610372988548,Saudi Arabia
1230,2024-02-18,Cash,174.92477649047152,Saudi Arabia
1236,2024-08-24,Mobile Payment,175.4063709966196,Saudi Arabia
1242,2024-02-30,Cash,174.44882707951868,Saudi Arabia
1248,2024-08-06,Mobile Payment,175.0029125588367,Saudi Arabia
1254,2024-02-12,Cash,175.78168023155635,Saudi Arabia
1260,2024-08-18,Mobile Payment,175.44358255381252,Saudi Arabia
1266,2024-02-24,Cash,174.69646585581603,Saudi Arabia
1272,2024-08-30,Mobile Payment,175.59395977426323,Saudi Arabia
1278,2024-02-06,Cash,175.155365381037,Saudi Arabia
1284,2024-08-12,Mobile Payment,175.28560352083335,Saudi Arabia
1290,2024-02-18,Cash,175.8370230976504,Saudi Arabia
1296,2024-08-24,Mobile Payment,175.63764940092014,Saudi Arabia
1302,2024-02-30,Cash,175.73924717963578,Saudi Arabia
1308,2024-08-06,Mobile Payment,175.33367325601034,Saudi Arabia
1314,2024-02-12,Cash,174.9893614330935,Saudi Arabia
1320,2024-08-18,Mobile Payment,175.16054052024492,Saudi Arabia
1326,2024-02-24,Cash,174.85967059736555,Saudi Arabia
1332,2024-08-30,Mobile Payment,175.240011453799,Saudi Arabia
1338,2024-02-06,Cash,174.2696932957048,Saudi Arabia
1344,2024-08-12,Mobile Payment,174.8348881612099,Saudi Arabia
1350,2024-02-18,Cash,174.98045728241664,Saudi Arabia
1356,2024-08-24,Mobile Payment,175.73148833009,Saudi Arabia
1362,2024-02-30,Cash,175.45061813917428,Saudi Arabia
1368,2024-08-06,Mobile Payment,175.18358822297103,Saudi Arabia
1374,2024-02-12,Cash,175.24878674238315,Saudi Arabia
1380,2024-08-18,Mobile Payment,175.0787030719484,Saudi Arabia
1386,2024-02-24,Cash,174.3703932090751,Saudi Arabia
1392,2024-08-30,Mobile Payment,175.34381886120087,Saudi Arabia
1398,2024-02-06,Cash,175.53013706421666,Saudi Arabia
1404,2024-08-12,Mobile Payment,174.85322708753245,Saudi Arabia
1410,2024-02-18,Cash,175.63295580344422,Saudi Arabia
1416,2024-08-24,Mobile Payment,174.67993148075516,Saudi Arabia
1422,2024-02-30,Cash,174.9106785020202,Saudi Arabia
1428,2024-08-06,Mobile Payment,175.8685027555374,Saudi Arabia
1434,2024-02-12,Cash,174.29815270474782,Saudi Arabia
1440,2024-08-18,Mobile Payment,175.39919387806438,Saudi Arabia
1446,2024-02-24,Cash,175.5472641462004,Saudi Arabia
1452,2024-08-30,Mobile Payment,174.97383959212394,Saudi Arabia
1458,2024-02-06,Cash,175.38944773626258,Saudi Arabia
1464,2024-08-12,Mobile Payment,174.6354170183395,Saudi Arabia
1470,2024-02-18,Cash,174.3758260598592,Saudi Arabia
1476,2024-08-24,Mobile Payment,175.141069155786,Saudi Arabia
1482,2024-02-30,Cash,175.572079035051,Saudi Arabia
1488,2024-08-06,Mobile Payment,175.24196024080564,Saudi Arabia
1494,2024-02-12,Cash,175.6267789264414,Saudi Arabia
1500,2024-08-18,Mobile Payment,175.16064577123743,Saudi Arabia
1506,2024-02-24,Cash,175.00159744999445,Saudi Arabia
1512,2024-08-30,Mobile Payment,174.84218909321092,Saudi Arabia
1518,2024-02-06,Cash,175.04193884419564,Saudi Arabia
1524,2024-08-12,Mobile Payment,174.92083962199624,Saudi Arabia
1530,2024-02-18,Cash,174.55324006267486,Saudi Arabia
1536,2024-08-24,Mobile Payment,175.63927846768107,Saudi Arabia
1542,2024-02-30,Cash,175.8325493482182,Saudi Arabia
1548,2024-08-06,Mobile Payment,175.00414214471053,Saudi Arabia
1554,2024-02-12,Cash,176.06018851615505,Saudi Arabia
1560,2024-08-18,Mobile Payment,174.9280173660058,Saudi Arabia
1566,2024-02-24,Cash,175.0804551680262,Saudi Arabia
1572,2024-08-30,Mobile Payment,175.7165614733117,Saudi Arabia
1578,2024-02-06,Cash,175.13198394224156,Saudi Arabia
1584,2024-08-12,Mobile Payment,174.70426759496297,Saudi Arabia
1590,2024-02-18,Cash,175.2067570475567,Saudi Arabia
1596,2024-08-24,Mobile Payment,175.08542102598386,Saudi Arabia
1003,2024-03-03,Online,175.04733236692698,UAE
1063,2024-03-01,Online,173.8970744859165,UAE
1069,2024-09-07,Credit Card,173.45775403629233,UAE
1075,2024-03-13,Online,174.30481136109393,UAE
1081,2024-09-19,Credit Card,175.20636414731277,UAE
1087,2024-03-25,Online,174.11453828175888,UAE
1093,2024-09-01,Credit Card,175.03789390803607,UAE
1099,2024-03-07,Online,173.39848002030746,UAE
1105,2024-09-13,Credit Card,174.14334431855588,UAE
1111,2024-03-19,Online,173.86353378509344,UAE
1117,2024-09-25,Credit Card,174.42764952833951,UAE
1123,2024-03-01,Online,174.4280315421723,UAE
1129,2024-09-07,Credit Card,175.26812990687597,UAE
1135,2024-03-13,Online,174.67844484160435,UAE
1141,2024-09-19,Credit Card,174.21383533963817,UAE
1147,2024-03-25,Online,174.47325220733416,UAE
1153,2024-09-01,Credit Card,174.74752006189232,UAE
1159,2024-03-07,Online,174.2298961845495,UAE
1165,2024-09-13,Credit Card,174.56005054463168,UAE
1171,2024-03-19,Online,175.55012765191057,UAE
1177,2024-09-25,Credit Card,174.55018826565163,UAE
1183,2024-03-01,Online,175.10871243099461,UAE
1189,2024-09-07,Credit Card,174.4810016276085,UAE
1195,2024-03-13,Online,174.5516899957911,UAE
1201,2024-09-19,Credit Card,174.9738157267239,UAE
1207,2024-03-25,Online,173.7962754723168,UAE
1213,2024-09-01,Credit Card,173.8408990577109,UAE
1219,2024-03-07,Online,174.06987740037212,UAE
1225,2024-09-13,Credit Card,174.8270960791567,UAE
1231,2024-03-19,Online,175.1394323418586,UAE
1237,2024-09-25,Credit Card,174.57120991463825,UAE
1243,2024-03-01,Online,175.14252332800845,UAE
1249,2024-09-07,Credit Card,174.5876365776699,UAE
1255,2024-03-13,Online,175.12255066825978,UAE
1261,2024-09-19,Credit Card,175.03377010147764,UAE
1267,2024-03-25,Online,174.65681814846104,UAE
1273,2024-09-01,Credit Card,175.5595767552692,UAE
1279,2024-03-07,Online,174.00537872896064,UAE
1285,2024-09-13,Credit Card,174.40981685825423,UAE
1291,2024-03-19,Online,175.03130128482638,UAE
1297,2024-09-25,Credit Card,174.17954971059254,UAE
1303,2024-03-01,Online,174.2110694791582,UAE
1309,2024-09-07,Credit Card,174.13050444966373,UAE
1315,2024-03-13,Online,173.7749547619595,UAE
1321,2024-09-19,Credit Card,174.77735531283932,UAE
1327,2024-03-25,Online,174.6912651587872,UAE
1333,2024-09-01,Credit Card,175.02145370704082,UAE
1339,2024-03-07,Online,174.29755846480845,UAE
1345,2024-09-13,Credit Card,174.99294776738103,UAE
1351,2024-03-19,Online,173.2238520340115,UAE
1357,2024-09-25,Credit Card,174.81918629011867,UAE
1363,2024-03-01,Online,174.6453007328324,UAE
1369,2024-09-07,Credit Card,174.44960075681257,UAE
1375,2024-03-13,Online,174.33458397924886,UAE
1381,2024-09-19,Credit Card,174.56540891312275,UAE
1387,2024-03-25,Online,174.58780722004033,UAE
1393,2024-09-01,Credit Card,174.7167461536403,UAE
1399,2024-03-07,Online,174.36196404120957,UAE
1405,2024-09-13,Credit Card,175.00706518517012,UAE
1411,2024-03-19,Online,174.53115905477046,UAE
1417,2024-09-25,Credit Card,174.72982324202692,UAE
1423,2024-03-01,Online,174.40580184425994,UAE
1429,2024-09-07,Credit Card,174.64529011977072,UAE
1435,2024-03-13,Online,174.05410656608188,UAE
1441,2024-09-19,Credit Card,173.4802232831897,UAE
1447,2024-03-25,Online,174.42606467981,UAE
1453,2024-09-01,Credit Card,173.96153026717772,UAE
1459,2024-03-07,Online,174.68943105766613,UAE
1465,2024-09-13,Credit Card,175.0808865923533,UAE
1471,2024-03-19,Online,174.5913494047819,UAE
1477,2024-09-25,Credit Card,174.95257833097688,UAE
1483,2024-03-01,Online,174.88096277240484,UAE
1489,2024-09-07,Credit Card,175.04430797723649,UAE
1495,2024-03-13,Online,174.18652740364737,UAE
1501,2024-09-19,Credit Card,174.26858397361815,UAE
1507,2024-03-25,Online,174.5202185595785,UAE
1513,2024-09-01,Credit Card,173.88164379415653,UAE
1519,2024-03-07,Online,174.89866748073766,UAE
1525,2024-09-13,Credit Card,174.93980733203486,UAE
1531,2024-03-19,Online,174.9454871223752,UAE
1537,2024-09-25,Credit Card,175.0361975345485,UAE
1543,2024-03-01,Online,174.89862656033552,UAE
1549,2024-09-07,Credit Card,174.3999718493566,UAE
1555,2024-03-13,Online,175.0473373463545,UAE
1561,2024-09-19,Credit Card,174.64415370244117,UAE
1567,2024-03-25,Online,175.05159834205844,UAE
1573,2024-09-01,Credit Card,175.57619135741857,UAE
1579,2024-03-07,Online,174.99429845611968,UAE
1585,2024-09-13,Credit Card,174.99140298479514,UAE
1591,2024-03-19,Online,174.1953991084911,UAE
1597,2024-09-25,Credit Card,173.99670098351953,UAE
1070,2024-10-08,Cash,176.61689117449012,USA
1076,2024-04-14,Mobile Payment,176.0249430080306,USA
1082,2024-10-20,Cash,175.55776476518437,USA
1088,2024-04-26,Mobile Payment,175.097056857237,USA
1094,2024-10-02,Cash,176.74139325856416,USA
1100,2024-04-08,Mobile Payment,176.48083687519286,USA
1106,2024-10-14,Cash,175.63462087241498,USA
1112,2024-04-20,Mobile Payment,175.81612876760585,USA
1118,2024-10-26,Cash,176.21607395117474,USA
1124,2024-04-02,Mobile Payment,175.59571801049813,USA
1130,2024-10-08,Cash,175.3303843850762,USA
1136,2024-04-14,Mobile Payment,175.66020666781552,USA
1142,2024-10-20,Cash,175.7620144582176,USA
1148,2024-04-26,Mobile Payment,175.89306954819025,USA
1154,2024-10-02,Cash,176.25917037143864,USA
1160,2024-04-08,Mobile Payment,175.68674017937184,USA
1166,2024-10-14,Cash,176.03134331439344,USA
1172,2024-04-20,Mobile Payment,176.23299360394734,USA
1178,2024-10-26,Cash,175.8781860119364,USA
1184,2024-04-02,Mobile Payment,175.9570109296707,USA
1190,2024-10-08,Cash,176.34365197371847,USA
1196,2024-04-14,Mobile Payment,176.24916367936513,USA
1202,2024-10-20,Cash,176.26028135329364,USA
1208,2024-04-26,Mobile Payment,175.5478811216641,USA
1214,2024-10-02,Cash,175.91645672097357,USA
1220,2024-04-08,Mobile Payment,174.53646716569082,USA
1226,2024-10-14,Cash,176.02784015832273,USA
1232,2024-04-20,Mobile Payment,176.6977528061093,USA
1238,2024-10-26,Cash,176.09294962208472,USA
1244,2024-04-02,Mobile Payment,176.823833439194,USA
1250,2024-10-08,Cash,176.37730056976784,USA
1256,2024-04-14,Mobile Payment,176.34896453318711,USA
1262,2024-10-20,Cash,175.83439645890573,USA
1268,2024-04-26,Mobile Payment,176.26893014299304,USA
1274,2024-10-02,Cash,175.85758262245622,USA
1280,2024-04-08,Mobile Payment,175.97907215662127,USA
1286,2024-10-14,Cash,176.83848885596208,USA
1292,2024-04-20,Mobile Payment,176.41834449627908,USA
1298,2024-10-26,Cash,176.19328488931927,USA
1304,2024-04-02,Mobile Payment,175.71408952652172,USA
1310,2024-10-08,Cash,175.6060020580078,USA
1316,2024-04-14,Mobile Payment,175.85461444918806,USA
1322,2024-10-20,Cash,176.3627288499067,USA
1328,2024-04-26,Mobile Payment,176.43272917858593,USA
1334,2024-10-02,Cash,176.13988951341514,USA
1340,2024-04-08,Mobile Payment,175.4449817244111,USA
1346,2024-10-14,Cash,175.59373111686145,USA
